39,20170004,By bringing Dunkirk in at a brisk (for him) 106 minutes; Nolan rediscovers his gift for concision that made his early gems like Memento so pleasing.
40,20170004,There is nothing clinical about it; just good old-fashioned elbow grease filmmaking. Sometimes; it's all it takes.
41,20170004,The marriage of performance; sound; structure; and downright astonishing visuals makes Dunkirk the ultimate moviegoing experience.
42,20170004,As a technical achievement; I'd certainly give the framework high praise; but as an instrument in delivering high drama; I'm less than convinced. This is still very much a recommendation.
43,20170004,Occasional bursts of flames; imperiling many of the effectively nameless characters; come as a relief from the chromatic tedium.
44,20170004,"""Virtual reality without the headset""; [Nolan] calls it; and it's no idle boast. Everything has been meticulously -- and effectively -- designed to dissolve the barrier between you and the screen."
45,20170004,It isn't a standard war movie; but it sure is some beautiful; difficult thing.
46,20170004,Nolan's sense of memory and of history is as flattened-out and untroubled as his sense of psychology and of character.
47,20170004,Few films have stripped war down to its terrifying; thrilling essence as Christopher Nolan's Dunkirk; and few films have turned war into such an overwhelming; almost physical experience.
48,20170004,Masterful visual storytelling on an epic scale.
49,20170005,The music is enchanting; the visuals are stunning; and the overall family theme will have your family appreciating traditions; roots and a desire to create even more memories.
50,20170005,Coco may be run-of-the-mill Pixar; but any movie that sticks it to certain notorious anti-Mexican deserves my respect.
51,20170005,A sweeping; lovingly detailed epic of sorts that benefits from its unique setting and Latin-American soundtrack.
52,20170005,This movie was emotional.
53,20170005,I really liked the music. That was my favorite part.
54,20170005,Rich; colorful and utterly inspired.
55,20170005,Every plot point and thematic implication slots into place; but the pleasures of Coco are above all visual. I don't think I've ever seen a computer-animated film so rich in detail; or so dedicated to recreating complex and beautiful lighting schemes.
56,20170005,Not top-tier Pixar. But decent enough.
57,20170005,... Coco is another triumph for Pixar...
58,20170005,This is a charming and very memorable film.
59,20170005,Funny; irreverent and eye-popping. It will also make you want to cry at least once but possibly as many as three times.
60,20170005,At worst it suggests that the brains trust at Pixar; after 22 years of peerless output (Toy Story was 1995); is finally eating itself. At best; well; it's a superbly polished; technically flawless family film that makes you cry. And this is bad how?
61,20170006,This is a elegantly portrayed love story set against a shifting background that leaves you wanting to see more happy endings.
62,20170006,The Shape of Water's visual; acoustic; and emotional fluidity transports us into an underwater world where we are free to breathe again.
63,20170006,Art depends on a specific point of view. The Shape of Water is flawed; but there's no denying it's art.
64,20170006,[W]ith The Shape of Water; one of our greatest storytellers has made his masterpiece.
65,20170006,Something of a cinematic miracle -- the kind that Del Toro has given us over the years to the point where I'm starting to feel spoiled.
66,20170006,A love story birthed by a pure love of cinema that's derivative as it is celebratory of its many inspirations.
67,20170006,... Del Toro's willingness to court absurdity and bad taste serves to guarantee his integrity; proving he hasn't entirely gone respectable.
68,20170006,Pulses attractively like a luminous toyshop novelty; one inspired by The Creature from the Black Lagoon (1954).
69,20170006,Del Toro's greatest work. Simply magnificent.
70,20170006,The Shape of Water almost drowns in its own gorgeousness. It is a Beauty and the Beast fable where both get to be beautiful and neither has to be beastly.
71,20170006,All plot holes can be subsumed within the magical-realist tone for which Del Toro is famed. Yet there's an uncomfortable tension between the film's whimsical; Amélie-light (or; lighter) style and its clumsy political point-scoring.
72,20170006,Hawkins's performance throughout is career-defining. With her eyes; mouth and physicality; she finds a level of emotional eloquence to render speech redundant.
73,20170007,Ultimately; I feel confident in saying that you'll thoroughly enjoy Thor: Ragnarok. This is precision-engineered entertainment that wants you to have fun...
74,20170007,These films will only improve by giving a diverse group of filmmakers room to let their creative vision flourish; and their characters stumble.
75,20170007,Taika Waititi's irreverent humor makes this film delightful with a tongue in cheek tone.
76,20170007,I thoroughly enjoyed this movie.
77,20170007,A fun Marvel movie.
78,20170007,Despite a few minor issues with pacing in the middle; this is a tremendous step in the right direction for both the Thor franchise specifically and Marvel movies in general.
79,20170007,The idea of pairing the oft-dull Thor with a series of oddball companions is an inspired; if necessary; move - so much so that it's baffling it has taken Marvel this long to smarten up.
80,20170007,Cate Blanchett's Hela is hella mean; hella snarky and hella striking with her hair slicked back into antlers.
81,20170007,This viewer ... was wowed in fits and starts; but mostly filled with a new; ungrudging respect for Hemsworth.
82,20170007,Perfectly acceptable as an action movie but inspired as a comedy--which is probably where the Thor franchise should have been aiming from the start.
83,20170007,Audiences seem to be smart enough these days to know a good movie when they see it; and to avoid a bad flick despite Hollywood's best efforts to pull a fast one on them.
84,20170007,Tessa's got the comedic timing to match Taika Waititi's Thor humor; and the physicality to lead the movie's pack of superheroes. She's not trying to outdo the boys; she's just trying to sip her drink and mind her own business.
85,20170008,When presented with a superior script; the cast stepped up.
86,20170008,Logan is a powerful; excellent film - a fitting farewell to what turned out to be one (or two) of the most enduring character portrayals in film history.
87,20170008,Logan is a solid ending for its title character and could easily be a high point for the X-Men series or a solid high to end on.
88,20170008,Logan works best if you have a history with the Wolverine character; but it's also remarkably impactful as a standalone film.
89,20170008,The thing that I liked the most about it was that it was a human story.
90,20170008,This is probably the best superhero movie I've seen in years.
91,20170008,Jackman gives Logan a withering rage that seems heartfelt; not hammy; Stewart is touching in his enraged befuddlement; and Keen; who resembles here what Katie Holmes might look like if she were Carrie; has a feral intensity.
92,20170008,Strips away the spandex; the posse and the chaos; distilling the story down to the essence of the man; Logan. What's left is the agony and the ecstasy of mutanthood.
93,20170008,Another expensive throwaway aimed at milking money out of people who still read comic books. Color it stupid.
94,20170008,Jackman and Stewart are why Logan works-why the film doesn't feel like a cheap exercise in bloody violence; and its subversion of typical superhero-movie tropes feels organic.
95,20170008,Make no mistake; Logan earns its tears. If Jackman and Stewart are serious about this being their mutual X-Men swan song; they could not have crafted a more heartfelt valedictory.
96,20170008,"The ending of ""Logan""... works in a bold and poignant way; providing the kind of closure that any story could be proud of."
97,20170009,This is a comedy with real-life stakes that's not about being cruel to anyone. It's also a little shaggy and loose; which is excusable because the characters are so fun to be around.
98,20170009,The Big Sick is so funny; so smart; so heartfelt that it demands to be seen.
99,20170009,...a universality that should prove broad enough for even the most close-minded of viewers...
100,20170009,The film is equal parts heartwarming and heartbreaking; and the entire package is completely entertaining thanks in large part to the eclectic and flawless cast.
101,20170009,I loved this movie. It was fabulous.
102,20170009,I really liked this movie.
103,20170009,Despite the aches and creaks in its extremities; The Big Sick is in rude health where it counts.
104,20170009,The Big Sick finds plots by losing them. That's its genius. One moment we are in an ethnic satire; the next a romcom; the next a hospital comedy-drama. But that's existence.
105,20170009,A hugely enjoyable; lovable comedy.
106,20170009,The film is a hoot. It's a hit. It's a smash.
107,20170009,Watching this Judd Apatow-produced romcom is like clicking on a for-real YouTube clip of a kitten juggling spoons. Cute. Clever. No wonder The Big Sick has gone viral.
108,20170009,After a slow start; the film gradually accumulates funny and surprising details; many of them surely drawn directly from life.
109,20170010,Overall; this is a profoundly satisfying episode without apparent weak spots (it's a notch disjointed; but nothing unbearable): You'll laugh; cry and be in awe...
110,20170010,Go see it on the biggest screen possible and let the little kid in you enjoy every moment of it.
111,20170010,This felt like paint by numbers.
112,20170010,This felt much more like a kid's movie to me.
113,20170010,Writer-director Rian Johnson has done a remarkable job making The Last Jedi a film that somehow both stands on its own and fits wonderfully into an ongoing journey.
114,20170010,The Last Jedi isn't perfect but is easily everything a Star Wars fan could want that expands the SW universe into bold new realms while deftly invoking the films we love and remember from a long; long time ago in a galaxy far; far away.
115,20170010,"In a world bursting with flashy popcorn movies; there's still nothing quite like a ""Star Wars"" flick."
116,20170010,The devoted will no doubt be delighted; for the rest; a resigned acceptance may be the safest path to enjoyment.
117,20170010,Fanatics will love it; for the rest of us; it's a tolerably good time.
118,20170010,While The Last Jedi may not receive top marks for originality; the eighth official entry in the Star Wars saga is still one of the most entertaining blockbusters of the year...
119,20170010,What's most interesting to me about The Last Jedi is Luke's return as the mentor rather than the student; grappling with his failure in this new role; and later aspiring to be the wise and patient teacher.
120,20170010,"""Star Wars"" is not ""Breaking Bad;"" and the same narrative tricks that worked for the latter feel jarringly out of place in the former."
121,20170011,Baby Driver is the kind of movie that justifies going to the movies...
122,20170011,This is pure filmmaking from a pure filmmaker with a pure vision; drawing from a well of creativity; film fandom; and a deep; abiding love for the craft.
123,20170011,The film is sweet and funny; if that's what you'd like in an action film.
124,20170011,Above all other things; Baby Driver is unfiltered entertainment; and sometimes that's exactly what the Doc ordered.
125,20170011,It definitely feels like a 17 to 18 year-old boy's -- who just discovered Tarantino and Bullitt -- wet dream.
126,20170011,It was like Birdman: Tokyo Drift.
127,20170011,The influences are there; but Wright builds on and subverts them in his hugely entertaining movie; one of the most satisfying films of its type to emerge in quite a while.
128,20170011,It's all bolted together like clockwork; an assemblage of elements designed to arouse and engage an audience that needs a reason to stop looking at their phones.
129,20170011,America gives Wright his boss tunes; his cinematic influences and a ticket to ride. There's also the risk of hubris attached to that freedom; as becomes apparent here.
130,20170011,Baby Driver is a super fun action film that uses music as its hook as opposed to over-the-top stunts and special effects.
131,20170011,Terrific; character-driven action comedy... Wright again shows his mastery of blending comedy with high-octane action.
132,20170011,But whether you're in it for the music or just for the ride; Baby Driver is an entertaining car movie with an engine and a beat.
133,20170012,Emotional; action-packed and beautifully shot; War for the Planet of the Apes delivers something that some film franchises have failed - a brilliant threequel.
134,20170012,The motion-captured apes look amazingly real and convincing.
135,20170012,podcast review
136,20170012,Have you ever dreamed of a world where you could see The Bridge Over the River Kwai; Star Wars; Apocalypse Now; The Great Escape; and The Ten Commandments remade with gorillas; monkeys; and orangutans?... We finally live in that world.
137,20170012,War for the Planet of the Apes is a great film; and it's the end of one of the best science fiction trilogies made in years.
138,20170012,There's a depth here that most big-budget films simply don't even aspire to; let alone achieve. And if the visual effects team doesn't take home the Oscar; nothing should.
139,20170012,The best summer blockbuster in years; a smart; thoughtful; confrontational and challenging allegory for a world run amok.
140,20170012,Serkis has invented an entirely new medium of performance - one that pushes the series into a realm that would have blown poor George Taylor's mind even more than a half-buried Lady Liberty.
141,20170012,War for the Planet of the Apes; the third in the rebooted trilogy; is among the best of the series.
142,20170012,"With its allusions to Shakespeare; Joseph Conrad; the Bible; American slavery and the civil-rights movement; ""War"" may not be subtle but it's ultimate proof that summer sequels and blockbusters don't have to be brain-dead bottom-feeders either."
143,20170012,Although it rouses and overwhelms; it ain't much fun. ... Still; there is much to relish.
144,20170012,Reeves tells a big story that's satisfying in many ways.
145,20170013,The scenes feel and most likely are improvised; giving them a sizzling energy that (often literally) screams authenticity and speaks volumes about the protagonists' furiously nomadic way of life.
146,20170013,What sets this film apart is that director Baker does a great job of presenting these characters in an unjaundiced; authentic way.
147,20170013,The Florida Project is just like Moonee and her mother - loud; confident and brutally honest. An explosion of vivid colours; creative camerawork and amazing performances; it is one of the most engaging films this year.
148,20170013,Sean Baker's latest is an achievement in empathy.
149,20170013,Keenly observational and heart-wrenchingly real. The young actors steal the show in this guy-wrenching drama.
150,20170013,Baker makes films like no one else; and they are as vital to understanding America as anything you'll see in this or most other years. It will win you with compassion and warmth; while simultaneously shaking you to your core.
151,20170013,The Florida Project is a song of innocence and of experience: mainly the former.
152,20170013,The Florida Project is one of the best films about childhood made anywhere in recent years.
153,20170013,The Florida Project absolutely sings as a visual achievement; and not only as that.
154,20170013,The camera; if especially respectful towards the children; refuses to demonise any of the characters.
155,20170013,Little Moonee is innocent in every sense that counts; and even her worst misdeeds are fuelled by excitement at the possibilities of life.
156,20170013,I knew form the first shot that I was watching a truly great movie... It's so real; it's so raw.
157,20170014,Spider-Man: Homecoming is funny; action-packed and really smart; with [Tom] Holland being the best Spidey to date.
158,20170014,Spider-Man: Homecoming is a brilliantly fun film which re-imagines the popular Marvel character with little; if any; room for criticism.
159,20170014,How much weight can the resolution really hold for Parker; when all it does is fall back on Marvel's original sin of affirming the status quo? It can't help but feel like a really good Tony Stark story nestled between incomplete Spidey adventures.
160,20170014,The human-sized stakes make it more exciting; and it's considerably easier to follow the action with fewer moving parts. You don't come out of the film feeling like you've been beaten over the head for the last half hour.
161,20170014,Tom Holland is good. Really damn good.
162,20170014,Spider-Man: Homecoming is as perfect a portrait of Peter Parker as I've ever seen; and one of the best Marvel movies to date. Face it; tiger. We just hit the jackpot.
163,20170014,Headlined by a winning performance from Tom Holland as a teenager enduring a truly demanding puberty; Spider-Man: Homecoming downscales the superhero movie.
164,20170014,This is the Spidey movie we've been waiting for. It's also the best Spider-Man movie of the bunch.
165,20170014,Director Jon Watts has learned from his predecessors that the huge set-piece scenes only work with Spider-Man if there's a character point being made.
166,20170014,This is a charming; funny; coming-of-age story about a 15-year-old; Peter Parker; who has more power than he can handle and at the same time is frustrated that he can't show it off.
167,20170014,A strangely oblivious film; one that undercuts its story with exactly the sort of praise-hungriness that its hero learns to overcome.
168,20170014,"If ""Spider-Man: Homecoming"" is to be judged solely on its ability to unite a diverse audience behind a fun motion picture; it seems to have succeeded wildly."
169,20170015,Director Raoul Peck weaves a breathtaking cinematic tapestry. Drawing from old interviews and college lectures; popular movies; blues music; and Baldwin's poetic words; Peck takes us on a tour of history.
170,20170015,Thirty years after his death; Baldwin's words and deeds still speak to an America that needs to listen.
171,20170015,I Am Not Your Negro is montage and meditation; a dialogue between the archive and the present; a road movie without the road.
172,20170015,[It] isn't just a biography of an intellectual or a history lesson about resistance towards white supremacy. The film is all of that; and more; a clear-eyed examination of the ugly wound in the land of the free.
173,20170015,Baldwin's fury and his despair come through in vivid fashion; making this film not just an important social document; but an essential work of art.
174,20170015,Simply put; I Am Not Your Negro is essential viewing for all Americans.
175,20170015,Baldwin was writing more than 30 years ago. Not so much has changed since then. Even so; I Am Not Your Negro isn't as pessimistic as its downbeat tone suggests it should be. Baldwin's commentary is intended to provoke; not to induce despair.
176,20170015,[A] forcefully eloquent movie.
177,20170015,Raoul Peck's lyrical documentary was nominated for an Oscar this year; and it really should have won.
178,20170015,Baldwin re-emerges as a devastatingly eloquent speaker and public intellectual; a figure who deserves his place alongside Edward Said; Frantz Fanon or Gore Vidal.
179,20170015,... Baldwin's words - sometimes spoken by Samuel L. Jackson - guide us through the narrative; which marries archival footage of Baldwin in interviews and forums with film of his era's political and cultural milestones.
180,20170015,I Am Not Your Negro is an utterly brilliant film - bold; galvanising; even gripping...
181,20170016,McDonagh has once again crafted a brilliantly violent and emotionally charged script about anger; revenge; regret; unfulfillment and justice that isn't always served.
182,20170016,Three Billboards Outside Ebbing; Missouri tells us that anger can have its uses; and it does so in a way that's funny; profound; and heartbreaking. This is one of the best films of the year.
183,20170016,Perhaps it takes an outsider like McDonagh to get it right; but by picture's end; a few wrenches of plot unite the deplorable with Mildred and lend him a contrived sympathy.
184,20170016,It's an interesting movie; just don't take it too seriously.
185,20170016,Amazing performances.
186,20170016,Embrace Three Billboards; hold it tight; even if you feel like it's trying to punch you in the face. And in the process; you might be able to share a fraction of the resonance at work in it.
187,20170016,Three Billboards Outside Ebbing; Missouri tells the story of a woman emulating God's vengeance when she might profit more by emulating his forgiveness; especially toward herself.
188,20170016,"But while that is a rage that's exhilarating to witness; it's a rage that's not available to everyone. Just as not everyone in Ebbing can claim the protection of being considering ""good;"" we still don't live in a world where everyone gets to be angry."
189,20170016,Give all the awards to McDormand; and then invent a bunch of new ones for her too.
190,20170016,Watching it is like having your funny bone struck repeatedly; expertly and very much too hard by a karate super-black-belt capable of bringing a rhino to its knees with a single punch behind the ear.
191,20170016,Three Billboards is great.
192,20170016,Sound too bleak? For some; perhaps. But in McDonagh's careful hands; it's a Cirque du Soleil-like tightrope walk; gracefully balancing the harrowing with the humorous.
193,20170017,Almost every one of the fudges makes the film more entertaining and less truthful.
194,20170017,It's a terrific story told with a lot of verve and charm.
195,20170017,Taraji P. Henson; Octavia Spencer and Janelle Monáe are very; very hard to dislike.
196,20170017,"Watching Taraji P. Henson; Octavia Spencer and Kansas City; Kansas homie Janelle Monáe bringing all to life is a ""Hallelujah moment."""
197,20170017,Do yourself a favor and see Hidden Figures. It's that good.
198,20170017,Hidden Figures is almost all preaching with very little movie to speak of; and what movie is there is so broad that much of the message falls flat.
199,20170017,A superb cast and a true-life story long overdue in the telling.
200,20170017,Very nice and entertaining.
201,20170017,All the three leads were fantastic.
202,20170017,Yes; the story may have been panel-beaten into a gleaming; Oscar-friendly shape. That Hidden Figures is still so entertaining and moving is due in large part to a hugely likeable central trio of performances.
203,20170017,Directed with Oscar-baiting flourish by Theodore Melfi; Hidden Figures works well as a well-meaning; corrective history lesson designed to honour the talented women who worked away in historical silence while castigating the system that oppressed them.
204,20170017,As [Melfi] proved in his previous film; St Vincent; he's good with actors and is a competent storyteller; but he can't resist underlining things that are already obvious.
205,20170018,Echoing a bygone era of studio films daring to push boundaries and expectations rather than demurely adhering to them; Blade Runner 2049 is every bit a soliloquy of dread in response to Scott's ballet of violence.
206,20170018,Blade Runner 2049 is one of the best sci-fi films I've seen in a long time; and certainly the equal to the first film.
207,20170018,The film's running time is hefty; but its pleasures are deep and satisfying. Villeneuve's direction is brilliant; and if Deakins doesn't win an Oscar for this cinematography; the award has no meaning. See it on the largest screen you can find.
208,20170018,This is an art piece.
209,20170018,Everything fit together... I was a fan.
210,20170018,Fills the screen with breathtaking visuals that are worthy of repeat viewings; presents ideas that will have you contemplating big-picture concepts for days after you see it; and provides a stage for stellar performances from Gosling on down.
211,20170018,Villeneuve and cinematographer Roger Deakins give us staggering new visions of the future; ones that confound and trance and mystify in Blade Runner 2049 even while making rich cinematic senses.
212,20170018,The rare sequel that truly merits its existence; updating and expanding the themes of the 1982 original to bring them from the 20th century into the 21st.
213,20170018,Blade Runner 2049; on the other hand; manages to be prettier but far more prosaic.
214,20170018,A meditative and moving film; sumptuously photographed by legendary cinematographer Roger Deakins in the finest and most astonishing work of his career.
215,20170018,From the grayed-out countrysides over which the sky has closed like a lid; to the drizzly neon decadence of Los Angeles; to the Ozymandian wreckage of Las Vegas-the film is a visual splendor of the first order.
216,20170018,Watching Ford and Gosling onscreen together suggests an evolution of masculinity within the films; one that exists along a continuum of noir leading men; from those failing to hide their tenderhearted nature to the solemn figures who make stoicism an art.
217,20170019,By directing and acting in a movie about a bad actor/director; Franco the movie star made himself vulnerable -- and created the best film of his career.
218,20170019,Franco is all business portraying it's writer; director; producer and possible vampire and his strange behavior during the making of the movie. Oscar nomination for Franco? Better be. Oscar nomination for the movie? Possibly.
219,20170019,The Disaster Artist is undeniably fun; but just skin deep.
220,20170019,What it all amounts to is a tremendously funny feel good film that doesn't quite stand on its own so much as it plays as a great (the BEST; really) companion-piece to The Room that a cult film fan could ask for.
221,20170019,If you've never seen The Room; don't try to figure out the phenomenon; simply enjoy witnessing the [creation] of it. And if you are; in fact; a Room devotee; prepare to laugh harder than you have ever laughed in your life.
222,20170019,t's an underdog story that ultimately has the last laugh; given we're watching James Franco recreate Tommy's life for a film that has become the dark horse this awards season.
223,20170019,"Franco delivers a comedy that's delightfully offbeat. It probably helps if you've actually seen ""The Room;"" but you can safely spare yourself that experience."
224,20170019,I can't fault Franco and his collaborators for feeling affection for Wiseau; who after all has given so much joy to so many people; if only by accident.
225,20170019,Wiseau; The Room and the making of a celluloid catastrophe are the subjects of The Disaster Artist; a fabulous; strange and frequently hilarious comedy-drama from the self-styled polymath James Franco.
226,20170019,"""The Disaster Artist"" is a sweet; emotionally engaging tribute to friendship; the movies and the importance of dreams."
227,20170019,Wiseau also makes a pretty good avatar for Franco himself: a mercurial; relentless performer whose ambition encompasses a thrilling willingness to crash and burn. And it's that identification that makes the comedy work here: Franco kids because he loves.
228,20170019,Funny -- sometimes brutally -- and surprisingly touching; it works whether you've seen the source material or not; though there are plentiful shout-outs to die-hard fans.
229,20170020,It's well-made; well-shot and well-cast; just slightly turgid in its approach; which results in turning the viewer off rather than engaging with their emotions and sense of justice throughout.
230,20170020,Like the mud; it makes you feel dirty and you cannot wash it off. It's not a comfortable feeling; and it's not meant to be. Instead; Mudbound challenges you to identify with these broken people. And we do.
231,20170020,Takes a familiar story and makes it feel fresh; and is the perfect example of why we need more films directed by women and people of color.
232,20170020,To watch Mudbound is to remember that unfathomably disgusting crimes perpetrated against the black community aren't just stored in paper; film and photographs; they're stored in the actual memories of those still living.
233,20170020,The cast is one of the reasons to defend 'Mudbound'; since it delivers powerful moments. [Full Review in Spanish]
234,20170020,There is a lot of sin to go around in Mudbound; a film whose agrarian setting feels like a sort of Paradise Lost.
235,20170020,Mudbound is as relevant today as it was after World War II.
236,20170020,Yet; it is the sweet chemistry between Hedlund and Mitchell that saves the film; as their characters share a camaraderie that feels unique and familiar at the same time.
237,20170020,Under stellar direction by Dee Rees; we can't help but empathize with the hardships of the characters.
238,20170020,Mudbound is a raw; historical family drama with a Faulkernian cadence.
239,20170020,It's as thoroughly entertaining as it is thematically prescient.
240,20170020,This is an astonishing work that deserves a big-screen run alongside the best films of 2017. If you have the opportunity to catch it in theaters; do so with all haste.
241,20170021,There is one word for this film: Wonderful!
242,20170021,A collaboration between Agnès Varda and French artist JR that sees the duo traveling the countryside; bringing art to small villages while playfully examining their creative approaches.
243,20170021,Even in its brief melancholy moments-and there are a few of those; as Varda confronts the inevitable passing of time-it remains an entirely poignant exploration of life and love and whatever it is inside each of us that connects all of us.
244,20170021,The soul-stirring original music by Matthieu Chedid complement the meaningful duo collaboration.
245,20170021,...a palatable; easily digestible film that is as ephemeral as the murals showcased in it.
246,20170021,It's just 90 minutes of distilled joy.
247,20170021,"There's a chemistry and respect between the two of them; palpable in the film's first moments; that is inspiring. And when the credits roll 89 minutes later; you realize that this is one journey where you never once crankily asked; ""Are we there yet?"""
248,20170021,"""Faces Places"" is a lively; fun; stirring tribute to art and its ability to touch people and bring souls together."
249,20170021,A typical; even archetypal; Varda mixture of the combative and the contemplative.
250,20170021,A beguiling and utterly unique piece of work.
251,20170021,It's more than wandering whimsy; with telling comments on decaying industry and Instagram narcissism and a sting in the tail that can only be described as Godardian.
252,20170021,Faces Places is the most melancholy yet uplifting buddy movie you'll see all year.
253,20170022,A beautiful; poignant; exquisite gift of a film.
254,20170022,Beautifully animated and incredibly sweet; it is an entertaining feature debut from [Claude] Barras.
255,20170022,As devastating as the film can be; it is also sublimely joyous.
256,20170022,With red frosted noses; sleepy bobble eyes; and oversize; oblong heads; the stop-motion munchkins of My Life as a Zucchini are figures approached with curious affection.
257,20170022,Zucchini dares to take on some fairly heavy subjects... but it does so with delicacy and compassion; showing the survival skills and resiliency of these expressive and intricately crafted characters. It's an exceptionally heartfelt offering.
258,20170022,....an utterly charming French claymation...
259,20170022,It's a little masterpiece.
260,20170022,Somewhere in the mysterious space between the script and the animation; My Life as a Courgette boasts moments of (yes; whisper it) essential human truth that will leave you floored.
261,20170022,It is a lovely little film; coming in at a novella-size 66 minutes.
262,20170022,My Life as a Courgette isn't perfect (some of the adult characters lack nuance) but its attempt to redefine innocence is stirring.
263,20170022,This isn't just good writing; it's humane and honourable. Every child here feels like a real human being; and as such is accorded a dignity the world invariably hasn't extended to them in their lives to date.
264,20170022,Running barely longer than an hour; My Life as a Zucchini doesn't go into any great depth in terms of either story or emotion. That's disappointing.
265,20170023,Don't miss this film; and if you're not already familiar with the play within the film; this is a great excuse to correct that.
266,20170023,Slow moving and emotionally involving; Farhadi's The Salesman is immaculately crafted but lacks the power and potency of A Seperation.
267,20170023,There is a reason Farhadi is an award-winning filmmaker and The Salesman is a shining example of his excellent work.
268,20170023,Farhadi's strength lies in his ability to cast adept performers able to convey the subtle complexities of his prose; and what Taraneh Alidoosti and Shahab Hosseini achieve here is exciting as it is troubling.
269,20170023,The Salesman may challenge some preconceptions; without losing sight of the problems that still affect the country.
